,NP,NP_Synthesis,Drug_dose (μg/disk),NP_concentration (μg/ml),NP size_avg (nm),shape,method,Bacteria,Drug,reference,time (hr),Valance_electron,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,MaxAbsEStateIndex,MinEStateIndex,qed,BCUT2D_MWHI,AvgIpc,BalabanJ,PEOE_VSA13,PEOE_VSA14,PEOE_VSA4,PEOE_VSA6,PEOE_VSA8,SlogP_VSA4,SlogP_VSA8,EState_VSA6,EState_VSA7,VSA_EState9,NumAliphaticCarbocycles,fr_ArN,fr_Imine,fr_alkyl_halide,fr_allylic_oxid,fr_unbrch_alkane,Drug_class,ZOI_drug (mm),ZOI_NP (mm),ZOI_Drug_NP (mm)
326,Ag,green_synthesis using extract of corn leaves,5.0,50.0,45.26,spherical,disc_diffusion,Candida albicans,Amphotericin B,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,24,11,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37,2,mouth,12.61321938,-2.325405557,0.173524051,16.70563965,3.214648676,1.859385458,0.0,11.93861058,0.0,98.9117559,37.51909858,17.75371814,0.0,80.68369557,19.07577741,0.0,0,0,0,0,12,0,Organooxygen compounds,21.52544657,12.153046,10.34
327,Ag,green_synthesis using extract of corn leaves,5.0,50.0,45.26,spherical,disc_diffusion,Candida albicans,Amphotericin B,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,24,11,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37,2,mouth,12.61321938,-2.325405557,0.173524051,16.70563965,3.214648676,1.859385458,0.0,11.93861058,0.0,98.9117559,37.51909858,17.75371814,0.0,80.68369557,19.07577741,0.0,0,0,0,0,12,0,Organooxygen compounds,21.52544657,12.153046,12.88
328,Ag,green_synthesis using extract of corn leaves,5.0,25.0,45.26,spherical,disc_diffusion,Salmonella typhimurium,Kanamycin,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,2,meat,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,21.9454607,15.069265,12.8
329,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30,2,water,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,22.0,5.698365,22.0
330,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Escherichia coli,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,22.0,6.1570377,22.0
331,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Shigella sonnei,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,2,water,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,22.0,6.7679844,20.0
332,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37,2,respiratory tract,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,22.0,7.4120326,22.0
333,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Streptococcus mutans,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,2,carious dentine,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,22.0,7.417173,22.0
334,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Salmonella typhi,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,168.0,37,2,blood,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,22.0,7.982969,24.0
335,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,Faropenem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas koreensis,opportunistic pathogen,n,24.0,30,1,soil,11.97425217,-1.09917328,0.728720196,32.16671152,2.916462868,1.912371889,0.0,5.969305288,0.0,11.76188495,11.51201848,5.917906046,0.0,6.9237372,0.0,0.0,0,0,0,0,0,0,Carboxylic acids and derivatives,22.0,8.349525,23.0
336,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas koreensis,opportunistic pathogen,n,24.0,30,1,soil,13.31369504,-2.745033659,0.336110462,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,0,0,Tetracyclines,22.0,8.349525,24.0
337,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Serratia odorifera,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria,Serratia odorifera,opportunistic pathogen,n,6.0,30,1,soil,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,22.0,8.357065,22.0
338,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,Streptomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,2,respiratory tract,12.06698364,-2.383546555,0.068244795,16.76083165,3.130220139,1.964431069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417915666,1,0,2,0,0,0,Organooxygen compounds,22.0,8.987657,22.0
339,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Vibrio parahaemolyticus,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio parahaemolyticus,pathogenic,n,8.0,30,2,water,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,22.0,9.21346,23.0
340,Ag,green_synthesis from fungus  Phytophthora infestans,0.3125,2.5,60.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Mupirocin,https://www.nature.com/articles/srep29982,24,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,12.05413057,-1.06017789,0.108655686,16.59843319,3.554535639,1.61507222,0.0,11.93861058,0.0,38.18012822,24.33265382,11.83581209,0.0,13.8474744,6.9237372,0.0,0,0,0,0,0,6,Fatty acyls,22.0,13.0,34.0
341,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,30,2,sputum,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,22.0,13.990253,50.0
342,Ag,green_synthesis  by Bacillus sp.,30.0,10.0,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,Ciprofloxacin,https://link.springer.com/article/10.1007/s12010-014-0852-z,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,2,nose,14.60768519,-1.27510223,0.893229876,19.14221558,3.403898859,1.948598125,0.0,5.969305288,0.0,0.0,43.80393424,5.817220841,10.90292493,6.066367068,9.467009379,0.0,1,0,0,0,0,0,Quinolines,22.0,19.0,23.0
343,Ag,green_synthesis using Ulva fasciata ,20.0,170.0,15.0,spherical,disc_diffusion,Salmonella enterica,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37,2,food,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,22.0,19.80313,24.0
344,Ag,green_synthesis from fungus  Phytophthora infestans,0.3125,2.5,60.0,spherical,disc_diffusion,Escherichia coli,Cefazolin,https://www.nature.com/articles/srep29982,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.59807743,-1.160962284,0.405190454,32.19471231,3.345806278,1.437412095,5.907179729,5.969305288,0.0,23.09867083,11.50570721,6.9237372,0.0,0.0,6.9237372,0.0,0,0,0,0,0,0,Lactams,22.0,20.0,28.0
345,Ag,green_synthesis using Ulva fasciata ,30.0,170.0,15.0,spherical,disc_diffusion,Escherichia coli,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,13.31369504,-2.745033659,0.336110462,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,0,0,Tetracyclines,22.0,24.661478,22.0
346,Ag,green_synthesis using extract of corn leaves,5.0,50.0,45.26,spherical,disc_diffusion,Candida saitoana,Amphotericin B,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,24,11,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida saitoana,Eukaryota,[Candida] saitoana,non-pathogenic,f,48.0,37,1,food,12.61321938,-2.325405557,0.173524051,16.70563965,3.214648676,1.859385458,0.0,11.93861058,0.0,98.9117559,37.51909858,17.75371814,0.0,80.68369557,19.07577741,0.0,0,0,0,0,12,0,Organooxygen compounds,22.05103241,11.552856,9.74
347,Ag,green_synthesis using extract of corn leaves,5.0,25.0,45.26,spherical,disc_diffusion,Escherichia coli,Rifampicin,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,14.42562962,-2.042566018,0.109484845,16.70616735,3.461567498,1.703590875,11.69042468,11.75641644,5.101407526,45.92300912,87.33070199,30.59536138,10.77244843,44.85590154,7.047671983,3.420644351,0,0,0,0,2,0,Macrolactams,22.26543613,16.38859,11.43
348,Ag,green_synthesis using extract of corn leaves,5.0,50.0,45.26,spherical,disc_diffusion,Candida glabrata,Amphotericin B,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,24,11,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Eukaryota,Nakaseomyces glabratus,opportunistic pathogen,f,24.0,37,2,blood,12.61321938,-2.325405557,0.173524051,16.70563965,3.214648676,1.859385458,0.0,11.93861058,0.0,98.9117559,37.51909858,17.75371814,0.0,80.68369557,19.07577741,0.0,0,0,0,0,12,0,Organooxygen compounds,22.51472847,11.428834,10.98
349,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,Streptomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30,2,water,12.06698364,-2.383546555,0.068244795,16.76083165,3.130220139,1.964431069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417915666,1,0,2,0,0,0,Organooxygen compounds,23.0,5.698365,23.0
350,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Klebsiella aerogenes,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,2,water,12.57843074,-1.755830655,0.113063794,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,23.0,5.818737,23.0
351,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Salmonella typhimurium,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,2,meat,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,23.0,5.9426045,23.0
352,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,13.31369504,-2.745033659,0.336110462,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,0,0,Tetracyclines,23.0,5.9446993,21.0
353,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Shigella sonnei,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,2,water,11.12947795,-1.286897326,0.18159831,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,0,0,Aminoglycoside ,23.0,6.7679844,20.0
354,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Shigella sonnei,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,2,water,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,23.0,6.7679844,30.0
355,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,12.57843074,-1.755830655,0.113063794,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,23.0,6.8622313,23.0
356,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37,2,respiratory tract,12.57843074,-1.755830655,0.113063794,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,23.0,7.4120326,23.0
357,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37,2,respiratory tract,11.12947795,-1.286897326,0.18159831,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,0,0,Aminoglycoside ,23.0,7.4120326,23.0
358,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37,2,respiratory tract,16.01721414,-2.345197559,0.074348004,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,0,0,carboxylic acids,23.0,7.4120326,23.0
359,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Acinetobacter baumannii,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,13.31702838,-2.89477903,0.291563932,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,0,0,Tetracyclines,23.0,7.524017,20.0
360,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,Streptomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas koreensis,opportunistic pathogen,n,24.0,30,1,soil,12.06698364,-2.383546555,0.068244795,16.76083165,3.130220139,1.964431069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417915666,1,0,2,0,0,0,Organooxygen compounds,23.0,8.349525,23.0
361,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas koreensis,opportunistic pathogen,n,24.0,30,1,soil,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,23.0,8.349525,25.0
362,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Serratia odorifera,Streptomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria,Serratia odorifera,opportunistic pathogen,n,6.0,30,1,soil,12.06698364,-2.383546555,0.068244795,16.76083165,3.130220139,1.964431069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417915666,1,0,2,0,0,0,Organooxygen compounds,23.0,8.357065,23.0
363,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Vibrio parahaemolyticus,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio parahaemolyticus,pathogenic,n,8.0,30,2,water,16.01721414,-2.345197559,0.074348004,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,0,0,carboxylic acids,23.0,9.21346,23.0
364,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,12.91680492,-1.306214252,0.130680273,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,0,0,Lactams,23.0,9.754721,23.0
365,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,23.0,9.944718,23.0
366,Ag,green_synthesis from fungus  Phytophthora infestans,0.625,2.5,60.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Cefazolin,https://www.nature.com/articles/srep29982,24,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,12.59807743,-1.160962284,0.405190454,32.19471231,3.345806278,1.437412095,5.907179729,5.969305288,0.0,23.09867083,11.50570721,6.9237372,0.0,0.0,6.9237372,0.0,0,0,0,0,0,0,Lactams,23.0,12.0,30.0
367,Ag,green_synthesis from fungus  Phytophthora infestans,1.25,5.0,60.0,spherical,disc_diffusion,Staphylococcus aureus,Gentamicin,https://www.nature.com/articles/srep29982,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,11.12947795,-1.286897326,0.18159831,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,0,0,Aminoglycoside ,23.0,13.0,26.0
368,Ag,green_synthesis by Klebsiella pneumoniae,30.0,10.0,22.5,spherical,disc_diffusion,Staphylococcus aureus,Amikacin,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,12.57843074,-1.755830655,0.113063794,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,23.0,16.226578,23.0
