,NP,NP_Synthesis,Drug,Drug_class,Drug_dose (μg/disk),NP_concentration (μg/ml),NP size_avg (nm),shape,method,Bacteria,Drug,reference,amw,lipinskiHBA,chi4v,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"avg_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,BCUT2D_MWHI,AvgIpc,BalabanJ,PEOE_VSA13,PEOE_VSA14,PEOE_VSA4,PEOE_VSA6,PEOE_VSA8,SlogP_VSA4,SlogP_VSA8,EState_VSA6,EState_VSA7,VSA_EState9,NumAliphaticCarbocycles,fr_ArN,fr_alkyl_halide,fr_allylic_oxid,ZOI_NP (mm),ZOI_drug (mm),ZOI_Drug_NP (mm)
306,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,48.0,37,urine,12.91680492,-1.306214252,19.55555556,554.592,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,9.941607907,18.0,18.0
307,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,48.0,37,urine,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,9.941607907,18.0,18.0
308,ZnO,chem_synthesis by sol-gel method,Ampicillin,Organoheterocyclic compounds,20.0,2.0,15.0,spherical,well_diffusion,Escherichia coli,Ampicillin,https://link.springer.com/article/10.1007/s11051-012-1413-4,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,10.0,12.0,18.0
309,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.11432809,-1.753218546,19.67567568,546.587,32.1666812,3.279136562,1.551044932,11.81435946,5.969305288,0.0,11.2220798,28.83875504,0.0,0.0,29.09352093,6.066367068,0.0,0,1,0,0,10.10049904,9.0,18.0
310,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.57843074,-1.755830655,47.05,585.608,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,10.10049904,10.0,18.0
311,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Faropenem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.97425217,-1.09917328,35.36842105,285.321,32.16671152,2.916462868,1.912371889,0.0,5.969305288,0.0,11.76188495,11.51201848,5.917906046,0.0,6.9237372,0.0,0.0,0,0,0,0,10.10049904,18.0,18.0
312,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Staphylococcus aureus,Streptomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.06698364,-2.383546555,47.425,581.58,16.76083165,3.130220139,1.964431069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417915666,1,0,0,0,11.26240853,16.0,18.0
313,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Staphylococcus aureus,Faropenem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,11.97425217,-1.09917328,35.36842105,285.321,32.16671152,2.916462868,1.912371889,0.0,5.969305288,0.0,11.76188495,11.51201848,5.917906046,0.0,6.9237372,0.0,0.0,0,0,0,0,11.26240853,18.0,18.0
314,Fe3O4,chemical_synthesis by controlled precipitation of iron chloride salts,Gentamicin,Aminoglycoside ,34.0,1000.0,14.0,spherical,well_diffusion,Bacillus subtilis,Gentamicin,https://iopscience.iop.org/article/10.1088/2053-1591/aa8652/meta#mrxaa8652s2,231.531,4,0.144587936,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,13.80673883,17.4972455,18.0
315,ZnO,green_synthesis using Ulva fasciata ,Oxacillin,Carboxylic acids and derivatives,1.0,10000.0,187.0,spherical,disc_diffusion,Staphylococcus aureus,Oxacillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,81.389,1,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.92740662,-1.042250547,25.17857143,401.444,32.16690652,3.152643183,1.577295151,5.907179729,5.969305288,0.0,35.4884986,10.31047394,6.9237372,11.25737949,20.7712116,30.33183534,0.0,0,0,0,0,13.83962117,33.0,18.0
316,Fe3O4,chemical_synthesis by controlled precipitation of iron chloride salts,Gentamicin,Aminoglycoside ,34.0,5000.0,14.0,spherical,well_diffusion,Pseudomonas aeruginosa,Gentamicin,https://iopscience.iop.org/article/10.1088/2053-1591/aa8652/meta#mrxaa8652s2,231.531,4,0.144587936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,15.42573039,25.42355331,18.0
317,Ag,green_synthesis  by Bacillus sp.,Ciprofloxacin,Quinolines,30.0,10.0,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,Ciprofloxacin,https://link.springer.com/article/10.1007/s12010-014-0852-z,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,36.0,37,nose,14.60768519,-1.27510223,18.125,331.347,19.14221558,3.403898859,1.948598125,0.0,5.969305288,0.0,0.0,43.80393424,5.817220841,10.90292493,6.066367068,9.467009379,0.0,1,0,0,0,19.0,18.0,18.0
318,Ag,chem_synthesis_reduction_by_D_glucose,Ampicillin,Organoheterocyclic compounds,10.0,100.0,10.0,spherical,disc_diffusion,Escherichia coli,Ampicillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,12.31913051,9.37,18.2
319,Ag,chem_synthesis_reduction_by_D_glucose,Ampicillin,Organoheterocyclic compounds,10.0,100.0,10.0,spherical,disc_diffusion,Staphylococcus epidermidis,Ampicillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,36.0,37,nose,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,10.65526058,14.9,18.37
320,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas aeruginosa,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,12.91680492,-1.306214252,19.55555556,554.592,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,7.874260201,18.5,18.5
321,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Ketoconazole,Diazinanes,30.0,5000.0,68.64,spherical,disc_diffusion,Candida albicans,Ketoconazole,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,84.0,37,mouth,11.5533428,-1.081078001,22.13888889,531.44,35.49683712,3.536629511,1.217537201,0.0,0.0,0.0,29.26824685,61.76992105,0.0,0.0,31.58063498,45.99568829,0.0,0,0,0,0,15.59537416,16.0,18.5
322,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Fluconazole,Benzene and substituted derivatives,10.0,5000.0,68.64,spherical,disc_diffusion,Candida albicans,Fluconazole,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,84.0,37,mouth,14.11247496,-1.69525463,11.77272727,306.276,19.14546234,3.116209505,2.006201264,0.0,0.0,10.19736362,6.066367068,11.62981856,11.63444168,0.0,0.0,0.0,0.0,0,0,0,0,15.59537416,17.0,18.5
323,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Itraconazole,Diazinanes,30.0,5000.0,68.64,spherical,disc_diffusion,Cryptococcus neoformans,Itraconazole,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Eukaryota,Cryptococcus neoformans,pathogenic,f,24.0,30,soil,12.80151582,-1.158501335,20.12244898,705.647,35.49683849,3.884754612,0.92529827,0.0,5.689743398,10.19736362,36.19198405,48.13988298,0.0,5.687386275,34.03627687,44.17930974,0.0,0,0,0,0,15.76310576,18.0,18.5
324,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Tetracycline,Tetracyclines,30.0,5000.0,68.64,spherical,disc_diffusion,Bacillus subtilis,Tetracycline,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,16.37205759,14.5,18.5
325,Ag,chem_synthesis_reduction_by_D_glucose,Erythromycin,Organooxygen compounds,15.0,100.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,11.83427933,13.0,18.77
326,Ag,chem_synthesis_reduction_by_D_glucose,Amoxycillin,Lactams,30.0,100.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Amoxycillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,13.76144217,12.0,18.93
327,Ag,green_synthesis using Acinetobacter calcoaceticus,Kanamycin,Organooxygen compounds,30.0,15.0,10.0,spherical,disc_diffusion,Salmonella typhimurium,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,10.93437059,-1.661604858,53.72727273,484.503,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6.859416529,20.0,19.0
328,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Vibrio parahaemolyticus,Nitrofurantoin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio parahaemolyticus,pathogenic,n,16.0,30,water,11.06077649,-0.691042953,15.64705882,238.159,16.64845383,2.822017561,2.070287586,0.0,11.91529671,5.101407526,0.0,0.0,10.11431827,0.0,0.0,5.316788604,0.0,0,0,0,0,6.925948109,13.0,19.0
329,Ag,green_synthesis using Acinetobacter calcoaceticus,Doxycycline,Tetracyclines,30.0,15.0,10.0,spherical,disc_diffusion,Shigella sonnei,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,13.31702838,-2.89477903,33.33333333,462.455,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,7.259130064,20.0,19.0
330,Ag,green_synthesis using Acinetobacter calcoaceticus,Kanamycin,Organooxygen compounds,30.0,15.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,10.93437059,-1.661604858,53.72727273,484.503,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,9.25096953,20.0,19.0
331,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Erythromycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,9.906704849,19.0,19.0
332,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,13.31702838,-2.89477903,33.33333333,462.455,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,9.906704849,19.0,19.0
333,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,carboxylic acids,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,16.01721414,-2.345197559,29.43564356,1449.271,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,10.10049904,18.0,19.0
334,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Organoheterocyclic compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Staphylococcus aureus,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,11.26240853,18.0,19.0
335,TiO2,chemical_synthesis by two step sol-gel preparation,Oxacillin,Carboxylic acids and derivatives,1.0,20.0,20.0,irregular,disc_diffusion,Staphylococcus aureus,Oxacillin,https://www.scirp.org/journal/paperinformation?paperid=3005,79.865,2,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.92740662,-1.042250547,25.17857143,401.444,32.16690652,3.152643183,1.577295151,5.907179729,5.969305288,0.0,35.4884986,10.31047394,6.9237372,11.25737949,20.7712116,30.33183534,0.0,0,0,0,0,13.25560572,11.0,19.0
336,TiO2,chemical_synthesis by two step sol-gel preparation,Streptomycin,Organooxygen compounds,25.0,20.0,20.0,irregular,disc_diffusion,Staphylococcus aureus,Streptomycin,https://www.scirp.org/journal/paperinformation?paperid=3005,79.865,2,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.06698364,-2.383546555,47.425,581.58,16.76083165,3.130220139,1.964431069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417915666,1,0,0,0,13.25560572,13.0,19.0
337,TiO2,chemical_synthesis by two step sol-gel preparation,Clarithromycin,Organooxygen compounds,15.0,20.0,20.0,irregular,disc_diffusion,Staphylococcus aureus,Clarithromycin,https://www.scirp.org/journal/paperinformation?paperid=3005,79.865,2,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,14.17401577,-1.964602514,49.01923077,747.964,16.71601186,3.08761652,2.221952095,0.0,5.969305288,0.0,27.6949488,44.43597567,23.67162418,0.0,48.4661604,32.8427281,6.765333811,0,0,0,0,13.25560572,17.0,19.0
338,ZnO,green_synthesis using Ulva fasciata ,Ampicillin,Organoheterocyclic compounds,20.0,10000.0,187.0,spherical,disc_diffusion,Staphylococcus aureus,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,81.389,1,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,13.83962117,25.0,19.0
339,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Cephalothin,Lactams,30.0,5000.0,68.64,spherical,disc_diffusion,Salmonella typhimurium,Cephalothin,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,12.42769109,-1.255403586,21.73076923,396.446,32.1666803,3.090277447,1.691538027,5.907179729,11.93861058,0.0,6.066367068,23.12684253,0.0,0.0,0.0,17.51279691,0.0,0,0,0,0,14.28492992,22.5,19.0
340,TiO2,purchased from MK impex corp,Levofloxacin,Quinolines,5.0,1000.0,100.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,79.865,2,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,14.98365316,-1.315329409,20.26923077,361.373,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,17.40161508,37.06288633,19.0
341,Fe3O4,chemical_synthesis by controlled precipitation of iron chloride salts,Gentamicin,Aminoglycoside ,34.0,500.0,14.0,spherical,well_diffusion,Pseudomonas aeruginosa,Gentamicin,https://iopscience.iop.org/article/10.1088/2053-1591/aa8652/meta#mrxaa8652s2,231.531,4,0.144587936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,17.67656876,25.42355331,19.0
342,Ag,chem_synthesis_reduction_by_D_glucose,Kanamycin,Organooxygen compounds,30.0,100.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Kanamycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,10.93437059,-1.661604858,53.72727273,484.503,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,11.83427933,13.0,19.17
343,Ag,chem_synthesis_reduction_by_D_glucose,Erythromycin,Organooxygen compounds,15.0,100.0,10.0,spherical,disc_diffusion,Klebsiella pneumoniae,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,48.0,30,respiratory tract,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,13.3468612,12.33,19.2
344,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Gentamycin,Aminoglycoside ,10.0,5000.0,68.64,spherical,disc_diffusion,Escherichia coli,Gentamycin,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.12947795,-1.291217054,51.03125,1390.728,16.73785432,0.797905866,2.03e-07,0.0,0.0,0.0,0.0,54.87948304,0.0,0.0,41.91422755,20.89514638,6.737334779,3,0,0,0,17.04587536,17.0,19.5
345,Ag,chem_synthesis_reduction_by_D_glucose,Tetracycline,Tetracyclines,30.0,100.0,10.0,spherical,disc_diffusion,Bacillus cereus,Tetracycline,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,10.0,30,food,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,10.58966257,18.66,19.87
346,Ag,green_synthesis using C. zylinicum aqueous extracts,Gentamicin,Aminoglycoside ,20.0,20.0,44.45,spherical,well_diffusion,Acinetobacter baumannii,Gentamicin,https://www.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.html?url=green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,22.0,17.3,19.9
347,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,42.0,30,water,12.57843074,-1.755830655,47.05,585.608,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6.402480412,19.0,20.0
