,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),Valance_electron,amw,lipinskiHBA,NumHBA,chi0v,kappa1,"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI_NP (mm)
631,Ag,chem_synthesis_reduction_by_D_glucose,spherical,disc_diffusion,Staphylococcus epidermidis,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,opportunistic pathogen,p,nose,100.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,10.57
632,Ag,chem_synthesis_reduction_by_D_glucose,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,12.4
633,Ag,chem_synthesis_reduction_by_D_glucose,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,100.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,13.3
634,Ag,chem_synthesis_reduction_by_D_glucose,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,14.17
635,Ag,chem_synthesis_reduction_by_D_glucose,spherical,disc_diffusion,Vibrio vulnificus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,100.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,25.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,11.0
636,Ag,chem_synthesis_reduction_by_D_glucose,spherical,disc_diffusion,Salmonella enterica,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,100.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,12.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,10.3
637,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,18.0,22.0,17,79.545,1,1,1.651411411,2.319480519,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,20.0
638,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,50.0,18.0,22.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,21.0
639,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,18.0,22.0,17,79.545,1,1,1.651411411,2.319480519,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,24.0
640,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,50.0,18.0,22.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,22.0
641,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,21.0,21.0,17,79.545,1,1,1.651411411,2.319480519,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,17.0
642,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,50.0,21.0,21.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,20.0
643,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,21.0,21.0,17,79.545,1,1,1.651411411,2.319480519,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,22.0
644,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,50.0,21.0,21.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,20.0
645,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,25.0,25.0,17,79.545,1,1,1.651411411,2.319480519,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,15.0
646,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,50.0,25.0,25.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,12.0
647,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,25.0,25.0,17,79.545,1,1,1.651411411,2.319480519,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,20.0
648,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,50.0,25.0,25.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,18.0
649,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,27.0,31.0,17,79.545,1,1,1.651411411,2.319480519,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,14.0
650,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,50.0,27.0,31.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,10.0
651,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,27.0,31.0,17,79.545,1,1,1.651411411,2.319480519,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,15.0
652,CuO,chem_synthesis_thermal_reduction_of_Cu(NO3)2⋅3H2O,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,50.0,27.0,31.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3405874/pdf/ijn-7-3527.pdf,12.0
653,ZnO,chem_synthesis by sol-gel method,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,2.0,15.0,15.0,8,81.389,1,1,4.082482905,2.423376623,48.0,37.0,2.0,https://link.springer.com/article/10.1007/s11051-012-1413-4,10.0
654,ZnO,chem_synthesis by sol-gel method,spherical,well_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,2.0,15.0,15.0,8,81.389,1,1,4.082482905,2.423376623,24.0,30.0,2.0,https://link.springer.com/article/10.1007/s11051-012-1413-4,12.0
655,ZnO,chem_synthesis by sol-gel method,spherical,well_diffusion,Sphingomonas paucimobilis,24.0,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria,opportunistic pathogen,n,soil,2.0,15.0,15.0,8,81.389,1,1,4.082482905,2.423376623,6.0,30.0,2.0,https://link.springer.com/article/10.1007/s11051-012-1413-4,11.33
657,ZnO,green_synthesis from Cassia auriculata Leaf Extract,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,25000.0,68.64,68.64,8,81.389,1,1,4.082482905,2.423376623,24.0,37.0,2.0,https://link.springer.com/article/10.1007/s12668-017-0463-6,11.89
658,ZnO,green_synthesis from Cassia auriculata Leaf Extract,spherical,well_diffusion,Bacillus cereus,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,pathogenic,p,food,25000.0,68.64,68.64,8,81.389,1,1,4.082482905,2.423376623,4.0,30.0,2.0,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.39
659,ZnO,green_synthesis from Cassia auriculata Leaf Extract,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,25000.0,68.64,68.64,8,81.389,1,1,4.082482905,2.423376623,0.16,30.0,1.0,https://link.springer.com/article/10.1007/s12668-017-0463-6,9.83
661,ZnO,green_synthesis from Cassia auriculata Leaf Extract,spherical,well_diffusion,Salmonella typhimurium,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,meat,25000.0,68.64,68.64,8,81.389,1,1,4.082482905,2.423376623,6.0,37.0,2.0,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.71
662,ZnO,green_synthesis from Cassia auriculata Leaf Extract,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,25000.0,68.64,68.64,8,81.389,1,1,4.082482905,2.423376623,24.0,37.0,2.0,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.71
663,ZnO,green_synthesis from Cassia auriculata Leaf Extract,spherical,well_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,25000.0,68.64,68.64,8,81.389,1,1,4.082482905,2.423376623,24.0,30.0,2.0,https://link.springer.com/article/10.1007/s12668-017-0463-6,9.65
664,ZnO,green_synthesis from Cassia auriculata Leaf Extract,spherical,well_diffusion,Cryptococcus neoformans,24.0,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Eukaryota,pathogenic,f,soil,25000.0,68.64,68.64,8,81.389,1,1,4.082482905,2.423376623,24.0,30.0,2.0,https://link.springer.com/article/10.1007/s12668-017-0463-6,9.02
665,ZnO,green_synthesis from Cassia auriculata Leaf Extract,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,25000.0,68.64,68.64,8,81.389,1,1,4.082482905,2.423376623,48.0,37.0,2.0,https://link.springer.com/article/10.1007/s12668-017-0463-6,9.81
667,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Proteus mirabilis,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,5.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,5.0
668,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Proteus mirabilis,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,10.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,10.0
669,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Proteus mirabilis,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,15.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,14.0
670,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Proteus mirabilis,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,20.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,16.0
671,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Proteus mirabilis,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,25.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,18.0
672,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Proteus mirabilis,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,30.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,24.0
673,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,5.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,8.0
674,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,14.0
675,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,15.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,18.0
676,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,21.0
677,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,25.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,24.0
678,CuO,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,30.0,40.0,50.0,17,79.545,1,1,1.651411411,2.319480519,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,29.0
679,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,170.0,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,26.0
680,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,85.0,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,20.0
681,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,42.5,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,15.0
682,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,21.25,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,16.0
683,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.625,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,15.0
684,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,0.31,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,14.0
685,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,2.65,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,13.0
686,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.33,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,11.0
688,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,170.0,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,27.0
689,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,85.0,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,22.0
690,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,42.5,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,19.0
691,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,21.25,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,15.0
692,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.625,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,14.0
693,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,0.31,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,13.0
694,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,2.65,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,11.0
697,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,170.0,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,20.0
698,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,85.0,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0
699,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,42.5,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,16.0
700,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,21.25,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,14.0
701,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,10.625,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,12.0
702,Ag,green_synthesis using Ulva fasciata,spherical,disk_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,0.31,14.45,15.55,11,107.868,0,0,1.78376517,1.74025974,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,11.0
715,Pt,chemical_synthesis (sigma aldrich. 916056),spherical,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,225.0,4.0,4.0,10,195.078,0,0,2.588435821,1.688311688,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,12.0
716,Pt,chemical_synthesis (sigma aldrich. 916056),spherical,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,4.0,4.0,10,195.078,0,0,2.588435821,1.688311688,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,11.0
718,Ag,chemical_synthesis (sigma aldrich. 730785),triangular,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,10.0,10.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.0
719,Ag,chemical_synthesis (sigma aldrich. 730785),triangular,disk_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,40.0,40.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.0
720,CuO,chemical_synthesis using oxalic acid,nanoplates,disk_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1.590908,13.0,13.0,17,79.545,1,1,1.651411411,2.319480519,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,17.0
721,CuO,chemical_synthesis using oxalic acid,nanoplates,disk_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,3.181816,46.8,46.8,17,79.545,1,1,1.651411411,2.319480519,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0
