,NP,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,Drug,Drug_class,reference,time (hr),Valance_electron,amw,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"avg_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,PEOE_VSA13,PEOE_VSA4,PEOE_VSA8,SMR_VSA2,SMR_VSA7,EState_VSA5,EState_VSA6,EState_VSA7,fr_alkyl_halide,fr_allylic_oxid,MIC_NP_log,MIC_drug_log,MIC_drug_NP_log
97,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Chloramphenicol,Benzene derivatives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.30478637,-1.325823356,13.85,323.132,11.594566,0.0,12.13273414,0.0,39.94323803,24.26546827,0.0,0.0,2,0,2.270968211,0.693147181,-2.8134107167600364
98,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Chloramphenicol,Benzene derivatives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.30478637,-1.325823356,13.85,323.132,11.594566,0.0,12.13273414,0.0,39.94323803,24.26546827,0.0,0.0,2,0,2.781357142,3.465735903,-2.8134107167600364
99,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Tetracycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,13.31369504,-2.745033659,34.375,444.44,5.907179729,0.0,17.40891662,0.0,51.99054299,44.1180921,0.0,0.0,0,0,2.868845895,4.852030264,-2.8134107167600364
100,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Levofloxacin,Quinolines,https://academic.oup.com/lambio/article/75/3/680/6989369,24,11,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,14.98365316,-1.315329409,20.26923077,361.373,0.0,0.0,32.3758692,0.0,33.86721055,6.196843572,4.567099648,18.87131891,0,0,3.161073975,0.0,-2.7806208939370456
101,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Acinetobacter baumannii,Erythromycin,Organooxygen compounds,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007;jsessionid=1toednqh7tf1q.x-ic-live-02,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,14.07322487,-1.994405755,49.74509804,733.937,0.0,0.0,37.32617813,0.0,0.0,27.88100914,41.5424232,25.9189909,0,0,2.772588722,4.158883083,-2.772588722239781
102,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Salmonella typhimurium,Ciprofloxacin,Quinolines,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,43.80393424,0.0,39.93357762,12.26321064,6.066367068,9.467009379,0,0,1.832581464,-1.660731207,-2.333044300478754
103,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Salmonella typhimurium,Fluconazole,Benzene and substituted derivatives,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,14.11247496,-1.69525463,11.77272727,306.276,0.0,10.19736362,11.62981856,0.0,60.70627468,40.73925324,0.0,0.0,0,0,1.832581464,-1.660731207,-2.333044300478754
104,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Gentamicin,Aminoglycoside ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,11.12947795,-1.286897326,50.18181818,477.603,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.814307325,-2.079441542,-2.0794415416798357
105,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,2.178163637,-0.693147181,-2.0794415416798357
106,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,2.868845895,-0.693147181,-2.0794415416798357
107,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Levofloxacin,Quinolines,https://academic.oup.com/lambio/article/75/3/680/6989369,24,11,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,14.98365316,-1.315329409,20.26923077,361.373,0.0,0.0,32.3758692,0.0,33.86721055,6.196843572,4.567099648,18.87131891,0,0,3.161073975,-0.693147181,-2.0794415416798357
108,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Acinetobacter baumannii,Doxycycline,Tetracyclines,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007;jsessionid=1toednqh7tf1q.x-ic-live-02,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,13.31702838,-2.89477903,33.33333333,462.455,5.907179729,0.0,11.49101058,0.0,51.99054299,25.06162076,19.05647134,0.0,0,0,2.772588722,0.0,-2.0794415416798357
109,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,2.178163637,0.0,-2.0794415416798357
110,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Kanamycin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,10.93437059,-1.661604858,53.72727273,484.503,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.781357142,0.0,-2.0794415416798357
111,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,2.868845895,0.0,-2.0794415416798357
112,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Kanamycin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,10.93437059,-1.661604858,53.72727273,484.503,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.814307325,0.0,-2.0794415416798357
113,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Vancomycin,carboxylic acids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,16.01721414,-2.345197559,29.43564356,1449.271,0.0,0.0,34.71646842,0.0,116.725296,33.02788052,0.0,13.8474744,0,0,2.656361062,1.386294361,-2.0794415416798357
114,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Vancomycin,carboxylic acids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,16.01721414,-2.345197559,29.43564356,1449.271,0.0,0.0,34.71646842,0.0,116.725296,33.02788052,0.0,13.8474744,0,0,2.71735451,1.386294361,-2.0794415416798357
115,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Amoxicillin,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,4.747022453,0.0,29.82891977,40.92726295,13.8474744,0.0,0,0,2.270968211,2.079441542,-2.0794415416798357
116,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Ampicillin,Organoheterocyclic compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,4.747022453,0.0,35.89528683,16.66179468,38.11294267,6.066367068,0,0,2.270968211,2.079441542,-2.0794415416798357
117,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Acinetobacter baumannii,Ciprofloxacin,Quinolines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,43.80393424,0.0,39.93357762,12.26321064,6.066367068,9.467009379,0,0,2.405620349,2.772588722,-2.0794415416798357
118,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Pseudomonas aeruginosa,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,1.772428528,2.772588722,-2.0794415416798357
119,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Ampicillin,Organoheterocyclic compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,4.747022453,0.0,35.89528683,16.66179468,38.11294267,6.066367068,0,0,2.781357142,2.772588722,-2.0794415416798357
120,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Levofloxacin,Quinolines,https://academic.oup.com/lambio/article/75/3/680/6989369,24,11,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,14.98365316,-1.315329409,20.26923077,361.373,0.0,0.0,32.3758692,0.0,33.86721055,6.196843572,4.567099648,18.87131891,0,0,3.161073975,2.772588722,-2.0794415416798357
121,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Amoxicillin,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,4.747022453,0.0,29.82891977,40.92726295,13.8474744,0.0,0,0,2.781357142,3.465735903,-2.0794415416798357
122,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Pseudomonas aeruginosa,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,2.30640842,3.465735903,-2.0794415416798357
123,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Kanamycin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,10.93437059,-1.661604858,53.72727273,484.503,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.618575778,4.158883083,-2.0794415416798357
124,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Chloramphenicol,Benzene derivatives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,11.30478637,-1.325823356,13.85,323.132,11.594566,0.0,12.13273414,0.0,39.94323803,24.26546827,0.0,0.0,2,0,3.263460244,4.158883083,-2.0794415416798357
125,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Ampicillin,Organoheterocyclic compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,4.747022453,0.0,35.89528683,16.66179468,38.11294267,6.066367068,0,0,2.618575778,4.852030264,-2.0794415416798357
126,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Ampicillin,Organoheterocyclic compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,4.747022453,0.0,35.89528683,16.66179468,38.11294267,6.066367068,0,0,3.263460244,4.852030264,-2.0794415416798357
127,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Kanamycin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,10.93437059,-1.661604858,53.72727273,484.503,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,3.263460244,5.545177444,-2.0794415416798357
128,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Bacillus cereus,Ciprofloxacin,Quinolines,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,10.0,30,food,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,43.80393424,0.0,39.93357762,12.26321064,6.066367068,9.467009379,0,0,1.139434283,-0.94160854,-1.6607312068216509
129,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Bacillus cereus,Fluconazole,Benzene and substituted derivatives,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,10.0,30,food,14.11247496,-1.69525463,11.77272727,306.276,0.0,10.19736362,11.62981856,0.0,60.70627468,40.73925324,0.0,0.0,0,0,1.139434283,-0.94160854,-1.6607312068216509
130,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Trimethoprim,phenol ethers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,5.848108466,0.15383521,10.23809524,290.323,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.781357142,-1.386294361,-1.3862943611198906
131,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Ciprofloxacin,Quinolines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,43.80393424,0.0,39.93357762,12.26321064,6.066367068,9.467009379,0,0,2.82397857,-1.386294361,-1.3862943611198906
132,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Meropenem,Lactams,https://academic.oup.com/lambio/article/75/3/680/6989369,24,11,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,36.71308096,0.0,10.60217583,16.66179468,25.9189909,6.9237372,0,0,3.161073975,-0.693147181,-1.3862943611198906
133,Ag,green_synthesis using Withania coagulans fruits extract,20.0,spherical,MIC,Staphylococcus aureus,Levofloxacin,Quinolines,http://www.nanomedicine-rj.com/article_38645.html,24,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,14.98365316,-1.315329409,20.26923077,361.373,0.0,0.0,32.3758692,0.0,33.86721055,6.196843572,4.567099648,18.87131891,0,0,1.386294361,0.0,-1.3862943611198906
134,Ag,green_synthesis using Withania coagulans fruits extract,20.0,spherical,MIC,Salmonella typhi,Levofloxacin,Quinolines,http://www.nanomedicine-rj.com/article_38645.html,24,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,252.0,37,blood,14.98365316,-1.315329409,20.26923077,361.373,0.0,0.0,32.3758692,0.0,33.86721055,6.196843572,4.567099648,18.87131891,0,0,3.465735903,0.0,-1.3862943611198906
135,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,2.814307325,0.0,-1.3862943611198906
136,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Tetracycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,13.31369504,-2.745033659,34.375,444.44,5.907179729,0.0,17.40891662,0.0,51.99054299,44.1180921,0.0,0.0,0,0,2.20428759,0.693147181,-1.3862943611198906
137,Ag,green_synthesis using Withania coagulans fruits extract,20.0,spherical,MIC,Enterococcus faecalis,Levofloxacin,Quinolines,http://www.nanomedicine-rj.com/article_38645.html,24,11,107.868,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria,Enterococcus faecalis,pathogenic,p,36.0,37,urine,14.98365316,-1.315329409,20.26923077,361.373,0.0,0.0,32.3758692,0.0,33.86721055,6.196843572,4.567099648,18.87131891,0,0,3.465735903,2.079441542,-1.3862943611198906
138,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Escherichia coli,Ciprofloxacin,Quinolines,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,43.80393424,0.0,39.93357762,12.26321064,6.066367068,9.467009379,0,0,1.832581464,-0.94160854,-0.941608539858445
139,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Escherichia coli,Fluconazole,Benzene and substituted derivatives,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,14.11247496,-1.69525463,11.77272727,306.276,0.0,10.19736362,11.62981856,0.0,60.70627468,40.73925324,0.0,0.0,0,0,1.832581464,-0.94160854,-0.941608539858445
140,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Pseudomonas aeruginosa,Ciprofloxacin,Quinolines,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,43.80393424,0.0,39.93357762,12.26321064,6.066367068,9.467009379,0,0,0.444685821,-0.248461359,-0.941608539858445
141,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Pseudomonas aeruginosa,Fluconazole,Benzene and substituted derivatives,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,14.11247496,-1.69525463,11.77272727,306.276,0.0,10.19736362,11.62981856,0.0,60.70627468,40.73925324,0.0,0.0,0,0,0.444685821,-0.248461359,-0.941608539858445
142,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Listeria monocytogenes,Ciprofloxacin,Quinolines,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Bacteria,Listeria monocytogenes,pathogenic,p,36.0,37,food,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,43.80393424,0.0,39.93357762,12.26321064,6.066367068,9.467009379,0,0,1.139434283,-0.248461359,-0.941608539858445
143,Au,chem_synthesis using hydrogen tetrachloroaureate,16.5,spherical,MIC,Listeria monocytogenes,Fluconazole,Benzene and substituted derivatives,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,11,196.967,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Bacteria,Listeria monocytogenes,pathogenic,p,36.0,37,food,14.11247496,-1.69525463,11.77272727,306.276,0.0,10.19736362,11.62981856,0.0,60.70627468,40.73925324,0.0,0.0,0,0,1.139434283,-0.248461359,-0.941608539858445
144,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Levofloxacin,Quinolines,https://academic.oup.com/lambio/article/75/3/680/6989369,24,11,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,14.98365316,-1.315329409,20.26923077,361.373,0.0,0.0,32.3758692,0.0,33.86721055,6.196843572,4.567099648,18.87131891,0,0,3.161073975,-0.693147181,-0.6931471805599453
145,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Meropenem,Lactams,https://academic.oup.com/lambio/article/75/3/680/6989369,24,11,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,36.71308096,0.0,10.60217583,16.66179468,25.9189909,6.9237372,0,0,3.161073975,-0.693147181,-0.6931471805599453
