,Bacteria,Drug,reference,time (hr),MDR,Phylum,Class,Order,Family,Genus,bac_type,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,MolWt,PEOE_VSA11,PEOE_VSA13,PEOE_VSA8,SMR_VSA2,SMR_VSA9,MIC_drug_log
176,Escherichia coli,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,-0.693147181
177,Escherichia coli,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-4.199705078
178,Escherichia coli,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.079441542
179,Acinetobacter baumannii,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,6.238324625
180,Acinetobacter baumannii,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,6.238324625
181,Acinetobacter baumannii,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,2.772588722
182,Acinetobacter baumannii,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,4.158883083
183,Klebsiella aerogenes,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,water,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,-1.386294361
184,Klebsiella aerogenes,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,water,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,5.545177444
185,Klebsiella aerogenes,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,water,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,6.931471806
186,Klebsiella aerogenes,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,water,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,4.852030264
187,Klebsiella aerogenes,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,water,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,0
188,Klebsiella aerogenes,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,water,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,-4.199705078
189,Klebsiella aerogenes,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,water,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-4.199705078
190,Klebsiella aerogenes,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,water,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,3.465735903
191,Pseudomonas aeruginosa,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,-2.079441542
192,Pseudomonas aeruginosa,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,6.238324625
193,Pseudomonas aeruginosa,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,-0.693147181
194,Pseudomonas aeruginosa,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,3.465735903
195,Pseudomonas aeruginosa,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-2.813410717
196,Shigella sonnei,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,pathogenic,n,12,37,water,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,-2.813410717
197,Shigella sonnei,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,pathogenic,n,12,37,water,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,-0.693147181
198,Shigella sonnei,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,pathogenic,n,12,37,water,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,5.545177444
199,Shigella sonnei,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,pathogenic,n,12,37,water,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,0
200,Shigella sonnei,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,pathogenic,n,12,37,water,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,-0.693147181
201,Shigella sonnei,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,pathogenic,n,12,37,water,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-4.199705078
202,Shigella sonnei,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,pathogenic,n,12,37,water,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,4.852030264
203,Salmonella typhimurium,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,6,37,meat,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,-0.693147181
204,Salmonella typhimurium,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,6,37,meat,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,0.693147181
205,Salmonella typhimurium,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,6,37,meat,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,3.465735903
206,Salmonella typhimurium,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,6,37,meat,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,0.693147181
207,Salmonella typhimurium,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,6,37,meat,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,2.772588722
208,Salmonella typhimurium,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,6,37,meat,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-1.386294361
209,Salmonella typhimurium,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,6,37,meat,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,4.852030264
210,Staphylococcus aureus,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,-2.079441542
211,Staphylococcus aureus,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,0
212,Staphylococcus aureus,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,6.238324625
213,Staphylococcus aureus,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,-0.693147181
214,Staphylococcus aureus,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,0
215,Staphylococcus aureus,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-4.199705078
216,Staphylococcus aureus,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.772588722
217,Streptococcus mutans,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,carious dentine,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,4.158883083
218,Streptococcus mutans,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,carious dentine,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,2.772588722
219,Streptococcus mutans,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,carious dentine,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,0.693147181
220,Streptococcus mutans,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,carious dentine,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,0
221,Acinetobacter baumannii,Tetracycline,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007;jsessionid=1toednqh7tf1q.x-ic-live-02,20,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,1.386294361
222,Pseudomonas aeruginosa,Ampicillin,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,5.545177444
223,Pseudomonas aeruginosa,Ciprofloxacin,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-1.386294361
224,Pseudomonas aeruginosa,Tetracycline,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.302585093
225,Pseudomonas aeruginosa,Ceftazidime,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,0.693147181
226,Pseudomonas aeruginosa,Ampicillin,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,6.238324625
227,Pseudomonas aeruginosa,Ciprofloxacin,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-1.386294361
228,Pseudomonas aeruginosa,Tetracycline,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,3.465735903
229,Pseudomonas aeruginosa,Ceftazidime,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,1.386294361
230,Escherichia coli,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,6.931471806
231,Klebsiella pneumoniae,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,6.931471806
232,Pseudomonas aeruginosa,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,5.950642553
233,Staphylococcus aureus,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,0
234,Bacillus subtilis,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,non-pathogenic,p,0.16,30,soil,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,-2.748872196
235,Escherichia coli,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,6.238324625
236,Klebsiella pneumoniae,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,5.257495372
237,Pseudomonas aeruginosa,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,4.158883083
238,Staphylococcus aureus,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,2.079441542
239,Bacillus subtilis,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,non-pathogenic,p,0.16,30,soil,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,0.693147181
240,Escherichia coli,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,4.158883083
241,Klebsiella pneumoniae,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,3.465735903
242,Pseudomonas aeruginosa,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,3.465735903
243,Staphylococcus aureus,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,1.386294361
244,Bacillus subtilis,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,non-pathogenic,p,0.16,30,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,-2.079441542
245,Escherichia coli,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,6.931471806
246,Klebsiella pneumoniae,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,6.931471806
247,Pseudomonas aeruginosa,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,6.931471806
248,Staphylococcus aureus,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,4.158883083
249,Bacillus subtilis,Ampicillin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,non-pathogenic,p,0.16,30,soil,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,-2.079441542
250,Escherichia coli,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,6.931471806
251,Klebsiella pneumoniae,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,6.238324625
252,Pseudomonas aeruginosa,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,5.545177444
253,Staphylococcus aureus,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,2.772588722
254,Bacillus subtilis,Kanamycin,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,non-pathogenic,p,0.16,30,soil,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,0.693147181
255,Escherichia coli,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,5.545177444
256,Klebsiella pneumoniae,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,6.461468176
257,Pseudomonas aeruginosa,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,4.564348191
258,Staphylococcus aureus,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,5.545177444
259,Bacillus subtilis,Tetracycline,https://link.springer.com/article/10.1007/s11274-017-2406-3,24,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,non-pathogenic,p,0.16,30,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,3.871201011
260,Pseudomonas aeruginosa,Gentamicin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,4.158883083
261,Pseudomonas aeruginosa,Gentamicin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,3.465735903
