,NP,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,Drug,reference,time (hr),MDR,amw,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,PEOE_VSA11,PEOE_VSA13,PEOE_VSA4,PEOE_VSA8,SMR_VSA2,SMR_VSA7,SlogP_VSA8,EState_VSA6,EState_VSA7,fr_alkyl_halide,fr_allylic_oxid,MIC_NP_log,Drug_class,MIC_drug_log,MIC_drug_NP_log
195,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Pseudomonas aeruginosa,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.607312104,Organooxygen compounds,-0.6931471805599453,-4.199705077879927
196,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Pseudomonas aeruginosa,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.607312104,Aminoglycoside ,-2.0794415416798357,-4.199705077879927
197,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Pseudomonas aeruginosa,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.607312104,Organooxygen compounds,6.238324625039508,0.6931471805599453
198,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Pseudomonas aeruginosa,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.607312104,Lactams,-0.6931471805599453,-4.199705077879927
199,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Pseudomonas aeruginosa,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.607312104,Lactams,3.4657359027997265,-2.0794415416798357
200,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Pseudomonas aeruginosa,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.607312104,Quinolines,-2.8134107167600364,-4.199705077879927
201,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.842701309,Organooxygen compounds,-0.6931471805599453,-4.199705077879927
202,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.842701309,Aminoglycoside ,-2.8134107167600364,-4.199705077879927
203,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.842701309,Organooxygen compounds,-0.6931471805599453,-4.199705077879927
204,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,2.842701309,Lactams,7.6246189861593985,3.4657359027997265
205,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,2.842701309,Organoheterocyclic compounds,5.545177444479562,4.1588830833596715
206,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.842701309,Lactams,0.0,-2.0794415416798357
207,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.842701309,Lactams,-0.6931471805599453,-2.0794415416798357
208,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.842701309,Quinolines,-4.199705077879927,-4.199705077879927
209,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,2.842701309,Tetracyclines,4.1588830833596715,-4.199705077879927
210,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,2.842701309,Tetracyclines,4.852030263919617,-2.8134107167600364
211,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,2.842701309,Benzene derivatives,4.852030263919617,-4.199705077879927
212,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.842701309,phenol ethers,8.317766166719343,1.3862943611198906
213,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,3.07339084,Organooxygen compounds,0.0,-4.199705077879927
214,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,3.07339084,Aminoglycoside ,-0.6931471805599453,-4.199705077879927
215,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,3.07339084,Organooxygen compounds,0.6931471805599453,-4.199705077879927
216,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,3.07339084,Organoheterocyclic compounds,3.4657359027997265,-4.199705077879927
217,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,3.07339084,Lactams,0.6931471805599453,-4.199705077879927
218,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,3.07339084,Lactams,2.772588722239781,-4.199705077879927
219,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,3.07339084,Quinolines,-1.3862943611198906,-1.3862943611198906
220,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,3.07339084,Tetracyclines,4.1588830833596715,-4.199705077879927
221,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,3.07339084,Tetracyclines,4.852030263919617,-0.6931471805599453
222,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,3.07339084,Benzene derivatives,4.852030263919617,-4.199705077879927
223,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,3.07339084,phenol ethers,2.772588722239781,-4.199705077879927
224,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,3.162336669,Organooxygen compounds,0.0,-4.199705077879927
225,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,3.162336669,Aminoglycoside ,-2.0794415416798357,-2.0794415416798357
226,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,3.162336669,Organooxygen compounds,0.0,-2.0794415416798357
227,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,3.162336669,Lactams,7.6246189861593985,4.852030263919617
228,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,3.162336669,Organoheterocyclic compounds,6.238324625039508,4.1588830833596715
229,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,3.162336669,Lactams,-0.6931471805599453,-2.8134107167600364
230,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,3.162336669,Lactams,0.0,-1.3862943611198906
231,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,16.01721414,-2.345197559,29.43564356,1449.271,29.93485761,0.0,0.0,34.71646842,0.0,116.725296,11.12690298,0.0,13.8474744,0,0,3.162336669,carboxylic acids,6.238324625039508,4.1588830833596715
232,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,3.162336669,Quinolines,-4.199705077879927,-4.199705077879927
233,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,3.162336669,Tetracyclines,3.4657359027997265,1.3862943611198906
234,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,3.162336669,Tetracyclines,2.772588722239781,0.6931471805599453
235,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,3.162336669,phenol ethers,0.6931471805599453,-0.6931471805599453
236,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,3.955431879,Organoheterocyclic compounds,4.1588830833596715,3.4657359027997265
237,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,3.955431879,Lactams,2.772588722239781,-4.199705077879927
238,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,3.955431879,Lactams,0.6931471805599453,-4.199705077879927
239,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,16.01721414,-2.345197559,29.43564356,1449.271,29.93485761,0.0,0.0,34.71646842,0.0,116.725296,11.12690298,0.0,13.8474744,0,0,3.955431879,carboxylic acids,1.3862943611198906,-2.0794415416798357
240,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,3.955431879,Tetracyclines,0.0,-4.199705077879927
241,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,3.955431879,Benzene derivatives,1.3862943611198906,-0.6931471805599453
242,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,3.955431879,phenol ethers,1.3862943611198906,-4.199705077879927
