,NP,NP_Synthesis,NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,Bacteria,MIC_NP (μg/ml),reference,time (hr),MDR,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from
698,Al2O3,chemical_synthesis (sigma aldrich. 1344281),50.0,50.0,50.0,spherical,MIC,Escherichia coli,3200.0,https://pubmed.ncbi.nlm.nih.gov/24354999/,24.0,1,24,101.961,3,0,0,0,0,5,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51.55776403,85.5,-1.118,13.5675,4.688846487,0.0,0.0,0.0,0.0,2.37944541,0.0,0.0,0.0,0.0,0.944935065,162.8037375,86.18593162,48.02950479,2806.278357,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
699,Al2O3,chemical_synthesis (sigma aldrich. 1344281),50.0,50.0,50.0,spherical,MBC,Escherichia coli,3200.0,https://pubmed.ncbi.nlm.nih.gov/24354999/,24.0,1,24,101.961,3,0,0,0,0,5,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51.55776403,85.5,-1.118,13.5675,4.688846487,0.0,0.0,0.0,0.0,2.37944541,0.0,0.0,0.0,0.0,0.944935065,162.8037375,86.18593162,48.02950479,2806.278357,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
701,Al2O3,chemical_synthesis (East Nano Chemicals Co.),10.0,90.0,50.0,spherical,MIC,Klebsiella pneumoniae,2000.0,https://pubmed.ncbi.nlm.nih.gov/34425454/,24.0,1,24,101.961,3,0,0,0,0,5,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51.55776403,85.5,-1.118,13.5675,4.688846487,0.0,0.0,0.0,0.0,2.37944541,0.0,0.0,0.0,0.0,0.944935065,162.8037375,86.18593162,48.02950479,2806.278357,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
704,Al2O3,chemical_synthesis (East Nano Chemicals Co.),10.0,90.0,50.0,spherical,MBEC,Klebsiella pneumoniae,1000.0,https://pubmed.ncbi.nlm.nih.gov/34425454/,24.0,1,24,101.961,3,0,0,0,0,5,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51.55776403,85.5,-1.118,13.5675,4.688846487,0.0,0.0,0.0,0.0,2.37944541,0.0,0.0,0.0,0.0,0.944935065,162.8037375,86.18593162,48.02950479,2806.278357,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
707,Al2O3,chemical_synthesis (East Nano Chemicals Co.),20.0,20.0,20.0,spherical,MIC,Klebsiella pneumoniae,2000.0,https://pubmed.ncbi.nlm.nih.gov/34425454/,24.0,1,24,101.961,3,0,0,0,0,5,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51.55776403,85.5,-1.118,13.5675,4.688846487,0.0,0.0,0.0,0.0,2.37944541,0.0,0.0,0.0,0.0,0.944935065,162.8037375,86.18593162,48.02950479,2806.278357,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
710,Al2O3,chemical_synthesis (East Nano Chemicals Co.),20.0,20.0,20.0,spherical,MBEC,Klebsiella pneumoniae,2000.0,https://pubmed.ncbi.nlm.nih.gov/34425454/,24.0,1,24,101.961,3,0,0,0,0,5,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51.55776403,85.5,-1.118,13.5675,4.688846487,0.0,0.0,0.0,0.0,2.37944541,0.0,0.0,0.0,0.0,0.944935065,162.8037375,86.18593162,48.02950479,2806.278357,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
713,Au,Chemical_synthesis using ligand exchange,0.8,0.8,0.8,spherical,MIC,Pseudomonas aeruginosa,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
714,Au,Chemical_synthesis using ligand exchange,1.4,1.4,1.4,spherical,MIC,Pseudomonas aeruginosa,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
715,Au,Chemical_synthesis using ligand exchange,5.1,5.1,5.1,spherical,MIC,Pseudomonas aeruginosa,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
716,Au,Chemical_synthesis using ligand exchange,8.7,8.7,8.7,spherical,MIC,Pseudomonas aeruginosa,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
717,Au,Chemical_synthesis using ligand exchange,10.4,10.4,10.4,spherical,MIC,Pseudomonas aeruginosa,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
718,Au,Chemical_synthesis using ligand exchange,1.9,1.9,1.9,spherical,MIC,Pseudomonas aeruginosa,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
719,Au,Chemical_synthesis using ligand exchange,0.8,0.8,0.8,spherical,MBC,Pseudomonas aeruginosa,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
720,Au,Chemical_synthesis using ligand exchange,1.4,1.4,1.4,spherical,MBC,Pseudomonas aeruginosa,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
721,Au,Chemical_synthesis using ligand exchange,0.8,0.8,0.8,spherical,MIC,Staphylococcus epidermidis,4.924164225,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2.0,nose
722,Au,Chemical_synthesis using ligand exchange,1.4,1.4,1.4,spherical,MIC,Staphylococcus epidermidis,4.924164225,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2.0,nose
723,Au,Chemical_synthesis using ligand exchange,5.1,5.1,5.1,spherical,MIC,Staphylococcus epidermidis,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2.0,nose
724,Au,Chemical_synthesis using ligand exchange,8.7,8.7,8.7,spherical,MIC,Staphylococcus epidermidis,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2.0,nose
725,Au,Chemical_synthesis using ligand exchange,10.4,10.4,10.4,spherical,MIC,Staphylococcus epidermidis,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2.0,nose
726,Au,Chemical_synthesis using ligand exchange,1.9,1.9,1.9,spherical,MIC,Staphylococcus epidermidis,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2.0,nose
727,Au,Chemical_synthesis using ligand exchange,0.8,0.8,0.8,spherical,MBC,Staphylococcus epidermidis,4.924164225,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2.0,nose
728,Au,Chemical_synthesis using ligand exchange,1.4,1.4,1.4,spherical,MBC,Staphylococcus epidermidis,4.924164225,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2.0,nose
729,Au,Chemical_synthesis using ligand exchange,1.4,1.4,1.4,spherical,MIC,Escherichia coli,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
730,Au,Chemical_synthesis using ligand exchange,5.1,5.1,5.1,spherical,MIC,Escherichia coli,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
731,Au,Chemical_synthesis using ligand exchange,8.7,8.7,8.7,spherical,MIC,Escherichia coli,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
732,Au,Chemical_synthesis using ligand exchange,10.4,10.4,10.4,spherical,MIC,Escherichia coli,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
733,Au,Chemical_synthesis using ligand exchange,1.9,1.9,1.9,spherical,MIC,Escherichia coli,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
734,Au,Chemical_synthesis using ligand exchange,0.8,0.8,0.8,spherical,MBC,Escherichia coli,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
735,Au,Chemical_synthesis using ligand exchange,1.4,1.4,1.4,spherical,MBC,Escherichia coli,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
736,Au,Chemical_synthesis using ligand exchange,0.8,0.8,0.8,spherical,MIC,Staphylococcus aureus,4.924164225,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
737,Au,Chemical_synthesis using ligand exchange,1.4,1.4,1.4,spherical,MIC,Staphylococcus aureus,4.924164225,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
738,Au,Chemical_synthesis using ligand exchange,5.1,5.1,5.1,spherical,MIC,Staphylococcus aureus,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
739,Au,Chemical_synthesis using ligand exchange,8.7,8.7,8.7,spherical,MIC,Staphylococcus aureus,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
740,Au,Chemical_synthesis using ligand exchange,10.4,10.4,10.4,spherical,MIC,Staphylococcus aureus,78.7866276,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
741,Au,Chemical_synthesis using ligand exchange,1.9,1.9,1.9,spherical,MIC,Staphylococcus aureus,0.0,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
742,Au,Chemical_synthesis using ligand exchange,0.8,0.8,0.8,spherical,MBC,Staphylococcus aureus,4.924164225,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
743,Au,Chemical_synthesis using ligand exchange,1.4,1.4,1.4,spherical,MBC,Staphylococcus aureus,4.924164225,https://pubmed.ncbi.nlm.nih.gov/25712910/,18.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
745,Au,Chemical_synthesis using tetrachloroauric-III-acid hydrate,1.4,1.4,1.4,spherical,MBEC,Pseudomonas aeruginosa,1250.0,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
746,Au,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate,50.0,50.0,50.0,spherical,MIC,Pseudomonas aeruginosa,78.0,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
