,NP,NP_Synthesis,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,Bacteria,ZOI_NP (mm),reference,time (hr),MDR,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from
850,CuO,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,10000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Bacillus subtilis,18.33,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis group,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
851,CuO,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,25000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Bacillus subtilis,20.73,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis group,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
852,CuO,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,10000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Bacillus subtilis,18.83,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis group,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
853,CuO,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,25000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Bacillus subtilis,23.23,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis group,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
854,CuO,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,10000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Staphylococcus aureus,6.1,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
855,CuO,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,25000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Staphylococcus aureus,7.0,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
856,CuO,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,10000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Staphylococcus aureus,6.82,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
857,CuO,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,25000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Staphylococcus aureus,8.67,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
858,CuO,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,10000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Staphylococcus aureus,7.12,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
859,CuO,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,25000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Staphylococcus aureus,10.0,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
860,CuO,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,10000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Escherichia coli,5.89,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
861,CuO,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,25000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Escherichia coli,6.43,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
862,CuO,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,10000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Escherichia coli,7.0,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
863,CuO,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,25000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Escherichia coli,11.0,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
864,CuO,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,10000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Escherichia coli,10.27,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
865,CuO,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,25000.0,6.0,18.0,12.0,spheroidal,disk_diffusion,Escherichia coli,11.3,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,18.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
866,ZnO,green_synthesis using aqueous Brassica rapa leaf,40.0,41.23,41.23,41.23,hexagonal,disk_diffusion,Enterobacter cloacae,30.0,https://doi.org/10.1016/j.physb.2020.412563,48.0,0.0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae complex,opportunistic pathogen,n,12.0,42.0,72.0,30.0,2.0,water
867,ZnO,green_synthesis using aqueous Brassica rapa leaf,40.0,38.0,38.0,38.0,hexagonal,disk_diffusion,Enterobacter cloacae,2.0,https://doi.org/10.1016/j.physb.2020.412563,48.0,0.0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae complex,opportunistic pathogen,n,12.0,42.0,72.0,30.0,2.0,water
868,ZnO,green_synthesis using aqueous Brassica rapa leaf,40.0,27.43,27.43,27.43,hexagonal,disk_diffusion,Enterobacter cloacae,20.0,https://doi.org/10.1016/j.physb.2020.412563,48.0,0.0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae complex,opportunistic pathogen,n,12.0,42.0,72.0,30.0,2.0,water
869,ZnO,green_synthesis using aqueous Brassica rapa leaf,40.0,26.38,26.38,26.38,hexagonal,disk_diffusion,Enterobacter cloacae,18.0,https://doi.org/10.1016/j.physb.2020.412563,48.0,0.0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae complex,opportunistic pathogen,n,12.0,42.0,72.0,30.0,2.0,water
870,ZnO,green_synthesis using aqueous Brassica rapa leaf,40.0,41.23,41.23,41.23,hexagonal,disk_diffusion,Micrococcus luteus,20.0,https://doi.org/10.1016/j.physb.2020.412563,48.0,0.0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,non-pathogenic,p,240.0,288.0,336.0,30.0,1.0,soil
871,ZnO,green_synthesis using aqueous Brassica rapa leaf,40.0,38.0,38.0,38.0,hexagonal,disk_diffusion,Micrococcus luteus,22.0,https://doi.org/10.1016/j.physb.2020.412563,48.0,0.0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,non-pathogenic,p,240.0,288.0,336.0,30.0,1.0,soil
872,ZnO,green_synthesis using aqueous Brassica rapa leaf,40.0,27.43,27.43,27.43,hexagonal,disk_diffusion,Micrococcus luteus,24.0,https://doi.org/10.1016/j.physb.2020.412563,48.0,0.0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,non-pathogenic,p,240.0,288.0,336.0,30.0,1.0,soil
873,ZnO,green_synthesis using aqueous Brassica rapa leaf,40.0,26.38,26.38,26.38,hexagonal,disk_diffusion,Micrococcus luteus,28.0,https://doi.org/10.1016/j.physb.2020.412563,48.0,0.0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,non-pathogenic,p,240.0,288.0,336.0,30.0,1.0,soil
874,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,10.0,10.0,30.0,20.0,spherical,disk_diffusion,Pseudomonas aeruginosa,20.3,https://doi.org/10.1007/s10876-020-01759-x,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
875,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,10.0,10.0,30.0,20.0,spherical,disk_diffusion,Klebsiella pneumoniae,14.0,https://doi.org/10.1007/s10876-020-01759-x,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
876,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,10.0,10.0,30.0,20.0,spherical,disk_diffusion,Escherichia coli,17.0,https://doi.org/10.1007/s10876-020-01759-x,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
877,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,10.0,10.0,30.0,20.0,spherical,disk_diffusion,Micrococcus luteus,17.3,https://doi.org/10.1007/s10876-020-01759-x,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,non-pathogenic,p,240.0,288.0,336.0,30.0,1.0,soil
878,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,10.0,10.0,30.0,20.0,spherical,disk_diffusion,Staphylococcus aureus,15.6,https://doi.org/10.1007/s10876-020-01759-x,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
879,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,10.0,10.0,30.0,20.0,spherical,disk_diffusion,Bacillus subtilis,14.6,https://doi.org/10.1007/s10876-020-01759-x,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis group,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
880,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),1000.0,30.0,40.0,35.0,spherical,disk_diffusion,Serratia marcescens,26.6,https://doi.org/10.1016/j.bcab.2020.101719,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria,Serratia marcescens,opportunistic pathogen,n,2.0,7.0,12.0,30.0,2.0,water
881,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),1000.0,30.0,40.0,35.0,spherical,disk_diffusion,Micrococcus luteus,20.6,https://doi.org/10.1016/j.bcab.2020.101719,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,non-pathogenic,p,240.0,288.0,336.0,30.0,1.0,soil
882,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),1000.0,55.0,70.0,62.5,spherical,disk_diffusion,Serratia marcescens,14.3,https://doi.org/10.1016/j.bcab.2020.101719,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria,Serratia marcescens,opportunistic pathogen,n,2.0,7.0,12.0,30.0,2.0,water
883,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),1000.0,55.0,70.0,62.5,spherical,disk_diffusion,Micrococcus luteus,15.3,https://doi.org/10.1016/j.bcab.2020.101719,24.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,non-pathogenic,p,240.0,288.0,336.0,30.0,1.0,soil
884,Cu2O,green_synthesis using grape juice,20.0,20.0,20.0,20.0,spherical,disk_diffusion,Staphylococcus aureus,20.2,https://aip.scitation.org/doi/abs/10.1063/5.0002290,24.0,0.0,29,143.091,1,0,0,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40.04047173,28.5,-0.1238,0.6865,2.894574532,0.0,0.0,0.0,0.0,1.01127098,0.0,0.0,0.0,0.0,0.998961039,36.04057568,12.00832358,2.998961039,144.2622982,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
885,Cu2O,green_synthesis using grape juice,15.0,20.0,20.0,20.0,spherical,disk_diffusion,Staphylococcus aureus,16.4,https://aip.scitation.org/doi/abs/10.1063/5.0002290,24.0,0.0,29,143.091,1,0,0,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40.04047173,28.5,-0.1238,0.6865,2.894574532,0.0,0.0,0.0,0.0,1.01127098,0.0,0.0,0.0,0.0,0.998961039,36.04057568,12.00832358,2.998961039,144.2622982,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
886,Cu2O,green_synthesis using grape juice,10.0,20.0,20.0,20.0,spherical,disk_diffusion,Staphylococcus aureus,12.2,https://aip.scitation.org/doi/abs/10.1063/5.0002290,24.0,0.0,29,143.091,1,0,0,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40.04047173,28.5,-0.1238,0.6865,2.894574532,0.0,0.0,0.0,0.0,1.01127098,0.0,0.0,0.0,0.0,0.998961039,36.04057568,12.00832358,2.998961039,144.2622982,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
